subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-e41457,A-5f2961,,,Enterprise,4,796,9552,,,,,annual,
S-9f2386,A-558c72,,,Enterprise,15,2985,35820,,,,,annual,
S-e23fd8,A-cc98bc,,,Enterprise,32,0,0,,,,,annual,
S-c1056f,A-6f8ad2,,,Basic,21,399,4788,,,,,monthly,
S-c4c9ce,A-625d0b,,,Enterprise,10,1990,23880,,,,,monthly,
S-dc90ef,A-bcf87c,,,Pro,17,833,9996,,,,,annual,
S-fc1114,A-4c56c9,,,Pro,18,882,10584,,,,,annual,
S-b95110,A-b07b56,,,Pro,25,1225,14700,,,,,monthly,
S-e2e052,A-91e948,,,Pro,41,2009,24108,,,,,monthly,
S-0de78a,A-e4144b,,,Basic,41,779,9348,,,,,annual,
S-8a37c8,A-054577,,,Pro,8,392,4704,,,,,monthly,
S-8d6cec,A-32fb14,,,Pro,32,1568,18816,,,,,annual,
S-65dd83,A-592832,,,Pro,36,1764,21168,,,,,annual,
S-fa7c1a,A-df10db,,,Enterprise,12,2388,28656,,,,,monthly,
S-cc964d,A-d26ab4,,,Basic,15,0,0,,,,,annual,
S-e72beb,A-712533,,,Pro,70,3430,41160,,,,,annual,
S-80199e,A-50bb9f,,,Enterprise,18,3582,42984,,,,,monthly,
S-b6f87e,A-8b25f2,,,Basic,10,190,2280,,,,,annual,
S-6129d4,A-6965e1,,,Enterprise,13,2587,31044,,,,,annual,
S-7b647e,A-d62e02,,,Enterprise,10,1990,23880,,,,,monthly,
S-426f2f,A-8145a0,,,Enterprise,3,597,7164,,,,,annual,
S-02cde8,A-5b4ebb,,,Enterprise,63,12537,150444,,,,,monthly,
S-61a87e,A-91e948,,,Basic,41,779,9348,,,,,monthly,
S-5698bd,A-52dd88,,,Pro,26,1274,15288,,,,,monthly,
S-702fe2,A-d77f4c,,,Enterprise,11,2189,26268,,,,,monthly,
S-3e510d,A-50f3f7,,,Pro,31,1519,18228,,,,,annual,
S-ec7c12,A-cbd1a3,,,Enterprise,6,1194,14328,,,,,monthly,
S-d725da,A-f17767,,,Pro,22,1078,12936,,,,,annual,
S-c84c8d,A-7988d1,,,Enterprise,92,0,0,,,,,annual,
S-049328,A-39b19f,,,Pro,55,2695,32340,,,,,monthly,
S-d9ad28,A-4f18f0,,,Pro,24,1176,14112,,,,,monthly,
S-eec041,A-c43359,,,Basic,38,722,8664,,,,,monthly,
S-a554da,A-712f1c,,,Enterprise,17,3383,40596,,,,,annual,
S-2ccc04,A-9a532a,,,Enterprise,11,2189,26268,,,,,monthly,
S-984f8b,A-db5e9e,,,Enterprise,17,3383,40596,,,,,annual,
S-d3613b,A-6f50ae,,,Enterprise,19,0,0,,,,,monthly,
S-e27a20,A-ffc04f,,,Basic,13,247,2964,,,,,monthly,
S-41871d,A-029f69,,,Enterprise,3,597,7164,,,,,annual,
S-9686c6,A-eb2fdc,,,Pro,33,1617,19404,,,,,annual,
S-9b1f0e,A-e83938,,,Pro,2,98,1176,,,,,annual,
S-3445f5,A-7f6b86,,,Basic,45,855,10260,,,,,annual,
S-f6e14c,A-8bde0c,,,Enterprise,28,5572,66864,,,,,annual,
S-94cfff,A-439b2f,,,Pro,22,0,0,,,,,annual,
S-ceb9bd,A-7da956,,,Pro,20,980,11760,,,,,annual,
S-2c270f,A-9f9299,,,Enterprise,28,5572,66864,,,,,annual,
S-baba71,A-8b25f2,,,Enterprise,10,1990,23880,,,,,monthly,
S-d33d84,A-31ab9a,,,Enterprise,3,597,7164,,,,,annual,
S-c1012c,A-b7b7b7,,,Enterprise,24,4776,57312,,,,,monthly,
S-42af3d,A-40de06,,,Enterprise,28,5572,66864,,,,,annual,
S-d4cc9b,A-10b8f2,,,Pro,54,2646,31752,,,,,annual,
S-1351ac,A-0cc442,,,Enterprise,45,0,0,,,,,monthly,
S-753a0a,A-ad64c6,,,Enterprise,28,5572,66864,,,,,annual,
S-62a710,A-42b791,,,Pro,22,1078,12936,,,,,annual,
S-85eb8f,A-59f724,,,Enterprise,22,4378,52536,,,,,monthly,
S-e6f639,A-37f969,,,Pro,30,1470,17640,,,,,monthly,
S-85ba19,A-6965e1,,,Enterprise,13,2587,31044,,,,,monthly,
S-a14f63,A-e1b9cd,,,Enterprise,40,7960,95520,,,,,monthly,
S-f80ef5,A-e51ec7,,,Basic,5,0,0,,,,,annual,
S-ed4e09,A-e43bf7,,,Pro,44,2156,25872,,,,,annual,
S-f49e0b,A-7f6b86,,,Pro,45,2205,26460,,,,,annual,
S-22be2c,A-35083d,,,Enterprise,49,9751,117012,,,,,monthly,
S-6587d8,A-2446e3,,,Enterprise,27,5373,64476,,,,,monthly,
S-44fba6,A-82d8a6,,,Enterprise,7,0,0,,,,,annual,
S-f14c84,A-fa2041,,,Basic,18,0,0,,,,,monthly,
S-f243c1,A-e888d1,,,Pro,14,0,0,,,,,annual,
S-ca454e,A-9174e0,,,Enterprise,37,7363,88356,,,,,monthly,
S-3e8283,A-940b8b,,,Pro,24,1176,14112,,,,,annual,
S-70ae65,A-df1e44,,,Pro,63,3087,37044,,,,,monthly,
S-f615d2,A-0a282f,,,Pro,18,882,10584,,,,,monthly,
S-a8f236,A-855a48,,,Enterprise,14,2786,33432,,,,,monthly,
S-684751,A-86cdb4,,,Basic,17,323,3876,,,,,monthly,
S-4d9635,A-dcc3f1,,,Enterprise,22,4378,52536,,,,,annual,
S-43c489,A-c222ab,,,Pro,32,1568,18816,,,,,annual,
S-a346d6,A-0a282f,,,Enterprise,19,3781,45372,,,,,annual,
S-47ce2d,A-d792a6,,,Pro,37,1813,21756,,,,,monthly,
S-b4212b,A-10b8da,,,Enterprise,17,3383,40596,,,,,monthly,
S-006908,A-d82ef9,,,Pro,26,1274,15288,,,,,monthly,
S-60b7c7,A-02fac6,,,Enterprise,23,4577,54924,,,,,annual,
S-3e54f5,A-157070,,,Basic,17,323,3876,,,,,annual,
S-e32789,A-ac85cd,,,Pro,53,2597,31164,,,,,annual,
S-6f398a,A-8ed5dd,,,Pro,5,245,2940,,,,,annual,
S-ccc0fe,A-1619f8,,,Basic,29,551,6612,,,,,monthly,
S-1dd0ad,A-ac85cd,,,Basic,53,1007,12084,,,,,monthly,
S-52385a,A-0aaf6e,,,Basic,3,57,684,,,,,monthly,
S-26a630,A-5247b3,,,Enterprise,16,3184,38208,,,,,monthly,
S-904784,A-9badbd,,,Enterprise,20,0,0,,,,,monthly,
S-80a6a6,A-4437e4,,,Enterprise,3,597,7164,,,,,annual,
S-d2d423,A-72799b,,,Enterprise,20,3980,47760,,,,,monthly,
S-bdac36,A-443f6f,,,Enterprise,19,3781,45372,,,,,monthly,
S-a68f4f,A-2ebb4b,,,Basic,41,0,0,,,,,monthly,
S-eb84b1,A-05d3b3,,,Pro,9,441,5292,,,,,monthly,
S-c9b181,A-443b7c,,,Pro,28,1372,16464,,,,,monthly,
S-2e55e6,A-f19409,,,Basic,35,665,7980,,,,,annual,
S-863c87,A-e43bf7,,,Enterprise,70,13930,167160,,,,,annual,
S-7564c5,A-96215d,,,Pro,17,833,9996,,,,,monthly,
S-8a9db8,A-474ad4,,,Enterprise,8,1592,19104,,,,,annual,
S-200752,A-4d1e75,,,Pro,20,980,11760,,,,,monthly,
S-74e211,A-3d957b,,,Pro,14,686,8232,,,,,monthly,
S-2aadef,A-1619f8,,,Pro,29,1421,17052,,,,,annual,
S-fdc415,A-726cfa,,,Enterprise,30,5970,71640,,,,,annual,
S-c03f87,A-6f50ae,,,Enterprise,19,3781,45372,,,,,annual,
S-a245f6,A-86902e,,,Basic,34,646,7752,,,,,monthly,
S-a1cc61,A-bc4d48,,,Basic,35,665,7980,,,,,annual,
S-9b96c2,A-02cd81,,,Enterprise,44,8756,105072,,,,,monthly,
S-2e79e8,A-cb5333,,,Pro,33,0,0,,,,,monthly,
S-f965de,A-ab438f,,,Pro,64,0,0,,,,,monthly,
S-abff7d,A-94f8c9,,,Basic,20,0,0,,,,,annual,
S-791c64,A-a1b80b,,,Pro,16,0,0,,,,,annual,
S-7b7be8,A-d42431,,,Basic,91,1729,20748,,,,,monthly,
S-6055d4,A-ce550d,,,Enterprise,35,0,0,,,,,monthly,
S-938e4e,A-794a0b,,,Pro,23,0,0,,,,,annual,
S-1f3254,A-4c56c9,,,Basic,18,342,4104,,,,,annual,
S-2c4909,A-659280,,,Basic,13,247,2964,,,,,monthly,
S-e143c9,A-bd4513,,,Pro,50,2450,29400,,,,,annual,
S-c3213f,A-1d5444,,,Enterprise,41,8159,97908,,,,,annual,
S-102053,A-4e0e85,,,Enterprise,6,1194,14328,,,,,monthly,
S-43c2e3,A-6f8ad2,,,Enterprise,35,6965,83580,,,,,monthly,
S-a2b83d,A-cc8c8f,,,Basic,23,437,5244,,,,,annual,
S-b6793d,A-6f50ae,,,Pro,22,1078,12936,,,,,annual,
S-a3a1c1,A-f25509,,,Pro,47,2303,27636,,,,,monthly,
S-260e48,A-7f4db3,,,Pro,10,490,5880,,,,,annual,
S-e98296,A-6f8ad2,,,Pro,16,784,9408,,,,,monthly,
S-7d55dc,A-08e34e,,,Enterprise,30,5970,71640,,,,,annual,
S-d26ff6,A-a0ca4e,,,Enterprise,26,5174,62088,,,,,monthly,
S-ba8c46,A-9f0b68,,,Pro,18,882,10584,,,,,monthly,
S-992c2a,A-d922bf,,,Enterprise,26,0,0,,,,,monthly,
S-19f899,A-331424,,,Enterprise,11,2189,26268,,,,,annual,
S-b95751,A-02cd81,,,Basic,44,0,0,,,,,monthly,
S-d74a31,A-993085,,,Pro,33,1617,19404,,,,,monthly,
S-676254,A-854864,,,Pro,20,980,11760,,,,,annual,
S-3ad7c4,A-f17767,,,Pro,11,539,6468,,,,,monthly,
S-96fb48,A-1f7acb,,,Pro,64,3136,37632,,,,,monthly,
S-afea79,A-05f0e5,,,Pro,32,1568,18816,,,,,annual,
S-c8a983,A-2d4502,,,Pro,12,588,7056,,,,,annual,
S-e3c3c8,A-856b1e,,,Pro,25,1225,14700,,,,,monthly,
S-020222,A-02fac6,,,Pro,22,1078,12936,,,,,monthly,
S-65c079,A-417d2f,,,Basic,5,95,1140,,,,,annual,
S-056af2,A-054577,,,Enterprise,75,14925,179100,,,,,monthly,
S-09761d,A-6843f2,,,Pro,23,1127,13524,,,,,annual,
S-a7d379,A-702032,,,Basic,28,532,6384,,,,,monthly,
S-a903ad,A-59f724,,,Pro,27,1323,15876,,,,,annual,
S-de3416,A-0dbdc6,,,Pro,47,2303,27636,,,,,annual,
S-9161b0,A-4d1e75,,,Enterprise,62,12338,148056,,,,,monthly,
S-f3274c,A-43a9e3,,,Pro,18,882,10584,,,,,annual,
S-2991c7,A-443b7c,,,Pro,38,1862,22344,,,,,monthly,
S-239a39,A-30b4ca,,,Pro,86,4214,50568,,,,,monthly,
S-19f80d,A-d62e02,,,Basic,32,608,7296,,,,,annual,
S-13c8b6,A-89ee83,,,Basic,27,513,6156,,,,,monthly,
S-d5a07a,A-19b2c8,,,Basic,24,456,5472,,,,,annual,
S-e5ba1c,A-39868b,,,Enterprise,9,1791,21492,,,,,annual,
S-e2793d,A-4c38bc,,,Basic,36,684,8208,,,,,monthly,
S-a37653,A-812c5b,,,Pro,55,2695,32340,,,,,monthly,
S-0b25d7,A-0e966d,,,Basic,22,418,5016,,,,,monthly,
S-75c1b4,A-5a3eb9,,,Pro,18,882,10584,,,,,annual,
S-7262b9,A-4a4c2d,,,Basic,54,1026,12312,,,,,monthly,
S-6c6e62,A-5fe118,,,Basic,39,0,0,,,,,monthly,
S-add03a,A-0cc442,,,Enterprise,45,8955,107460,,,,,annual,
S-648e54,A-993085,,,Pro,31,1519,18228,,,,,monthly,
S-01bbfe,A-50f3f7,,,Pro,31,1519,18228,,,,,annual,
S-6c9dc9,A-de24d5,,,Basic,10,190,2280,,,,,monthly,
S-826424,A-fa2041,,,Enterprise,18,3582,42984,,,,,annual,
S-e64c2b,A-c16b88,,,Enterprise,23,4577,54924,,,,,annual,
S-c693b6,A-d4ac0e,,,Basic,27,513,6156,,,,,monthly,
S-096065,A-2b9d3e,,,Enterprise,11,0,0,,,,,annual,
S-d449e1,A-ccabf0,,,Basic,25,0,0,,,,,annual,
S-592c0d,A-a7bd4b,,,Pro,5,0,0,,,,,annual,
S-ab24c6,A-4e631b,,,Enterprise,22,4378,52536,,,,,annual,
S-e32b34,A-4c56c9,,,Basic,12,228,2736,,,,,monthly,
S-191550,A-6c093d,,,Basic,15,285,3420,,,,,monthly,
S-c65c8b,A-bc4d48,,,Basic,35,665,7980,,,,,annual,
S-39e88c,A-3b37d9,,,Pro,23,1127,13524,,,,,annual,
S-9a08ff,A-a1bbb6,,,Enterprise,16,3184,38208,,,,,annual,
S-95d15a,A-9289f6,,,Basic,13,247,2964,,,,,annual,
S-7c5f3b,A-1e1b80,,,Basic,50,950,11400,,,,,monthly,
S-70af60,A-0354fe,,,Basic,34,0,0,,,,,annual,
S-175429,A-b54c01,,,Basic,29,551,6612,,,,,annual,
S-d36b9f,A-0cc442,,,Enterprise,45,8955,107460,,,,,annual,
S-65071f,A-b9f5b1,,,Basic,43,817,9804,,,,,monthly,
S-ab63e3,A-0354fe,,,Basic,34,646,7752,,,,,annual,
S-260d1e,A-337bc1,,,Enterprise,31,6169,74028,,,,,annual,
S-bdc6b7,A-7f29a7,,,Enterprise,41,8159,97908,,,,,monthly,
S-1c3522,A-075038,,,Pro,17,0,0,,,,,annual,
S-891ad9,A-7988d1,,,Basic,33,0,0,,,,,monthly,
S-2c1ca6,A-118f1c,,,Enterprise,32,6368,76416,,,,,monthly,
S-11066a,A-779e4e,,,Pro,19,931,11172,,,,,annual,
S-f4db1d,A-526d93,,,Enterprise,43,0,0,,,,,annual,
S-45baa6,A-0a282f,,,Pro,4,196,2352,,,,,monthly,
S-f74ac6,A-684255,,,Pro,9,441,5292,,,,,monthly,
S-bc1457,A-69b156,,,Enterprise,7,1393,16716,,,,,annual,
S-b8daaa,A-4bfa33,,,Enterprise,8,0,0,,,,,annual,
S-49aa80,A-a45270,,,Pro,3,147,1764,,,,,monthly,
S-9740c1,A-9f0b68,,,Enterprise,10,1990,23880,,,,,monthly,
S-d6c9dc,A-80eeb6,,,Basic,27,513,6156,,,,,annual,
S-1e8c9e,A-c37cab,,,Pro,13,637,7644,,,,,monthly,
S-4c0b7b,A-e60f9d,,,Basic,60,1140,13680,,,,,annual,
S-e7b281,A-86902e,,,Pro,34,1666,19992,,,,,monthly,
S-761a0f,A-d792a6,,,Enterprise,65,12935,155220,,,,,annual,
S-859ee0,A-8bde0c,,,Enterprise,28,5572,66864,,,,,monthly,
S-924925,A-4d1e75,,,Pro,31,1519,18228,,,,,monthly,
S-c55cbb,A-798a3f,,,Enterprise,12,0,0,,,,,monthly,
S-872bdd,A-d3c88e,,,Enterprise,16,3184,38208,,,,,annual,
S-bf9b37,A-692f18,,,Pro,6,294,3528,,,,,annual,
S-51924b,A-67be94,,,Basic,62,1178,14136,,,,,annual,
S-b03125,A-fd9422,,,Pro,58,2842,34104,,,,,annual,
S-02ab8b,A-4e44e8,,,Enterprise,75,14925,179100,,,,,monthly,
S-de5d6e,A-e36807,,,Basic,26,494,5928,,,,,monthly,
S-e1fa5b,A-157070,,,Enterprise,16,3184,38208,,,,,monthly,
S-b41494,A-b7724f,,,Basic,33,627,7524,,,,,monthly,
S-d7ccbd,A-db5e9e,,,Pro,40,0,0,,,,,monthly,
S-34f2f9,A-f19409,,,Enterprise,23,4577,54924,,,,,annual,
S-54d2a3,A-712f1c,,,Enterprise,17,3383,40596,,,,,monthly,
S-d1350e,A-6c093d,,,Enterprise,61,12139,145668,,,,,annual,
S-e76e80,A-832ec2,,,Basic,25,0,0,,,,,monthly,
S-f4097a,A-faa28c,,,Enterprise,48,9552,114624,,,,,monthly,
S-d4f02f,A-342303,,,Pro,28,1372,16464,,,,,annual,
S-bf3403,A-0cc442,,,Enterprise,45,8955,107460,,,,,annual,
S-0a83cc,A-d922bf,,,Basic,5,0,0,,,,,annual,
S-1a9fb7,A-b30291,,,Enterprise,16,3184,38208,,,,,monthly,
S-1a3627,A-86fc1d,,,Basic,26,0,0,,,,,monthly,
S-93f835,A-5a215a,,,Pro,87,4263,51156,,,,,monthly,
S-75e469,A-b78bf8,,,Pro,33,1617,19404,,,,,monthly,
S-409291,A-3932db,,,Pro,36,1764,21168,,,,,annual,
S-41cdf0,A-68f37c,,,Pro,17,0,0,,,,,monthly,
S-5be27b,A-5b4ebb,,,Enterprise,21,4179,50148,,,,,annual,
S-8f7c91,A-ccb686,,,Basic,11,209,2508,,,,,annual,
S-aaed3e,A-e6afc1,,,Pro,9,0,0,,,,,monthly,
S-4fdfa3,A-5a3eb9,,,Enterprise,18,3582,42984,,,,,monthly,
S-f421c8,A-9badbd,,,Basic,28,532,6384,,,,,annual,
S-34553e,A-d49cc5,,,Basic,50,950,11400,,,,,annual,
S-e6a17a,A-039727,,,Enterprise,25,4975,59700,,,,,annual,
S-9d36ff,A-2e3bad,,,Enterprise,61,0,0,,,,,monthly,
S-583ae2,A-726cfa,,,Basic,17,323,3876,,,,,annual,
S-e162d0,A-503d5a,,,Basic,19,0,0,,,,,monthly,
S-96383d,A-39ddf4,,,Enterprise,40,7960,95520,,,,,annual,
S-f0ad87,A-acb7f7,,,Basic,32,0,0,,,,,annual,
S-d619ad,A-bc4d48,,,Pro,35,0,0,,,,,monthly,
S-d65491,A-186a44,,,Pro,20,0,0,,,,,annual,
S-34cc51,A-118d55,,,Basic,15,285,3420,,,,,annual,
S-e4ba87,A-e40f45,,,Basic,27,513,6156,,,,,annual,
S-709484,A-bcf664,,,Pro,8,392,4704,,,,,annual,
S-631547,A-d82ef9,,,Basic,26,0,0,,,,,annual,
S-d7e65d,A-5a92e7,,,Pro,20,980,11760,,,,,monthly,
S-f32440,A-0a282f,,,Basic,40,760,9120,,,,,monthly,
S-44d025,A-d4ac0e,,,Pro,18,882,10584,,,,,annual,
S-e3a257,A-84ebe4,,,Pro,18,882,10584,,,,,annual,
S-6e0562,A-9bfc9f,,,Pro,53,2597,31164,,,,,annual,
S-11d378,A-f51f16,,,Basic,24,456,5472,,,,,monthly,
S-a69559,A-cd458b,,,Basic,10,190,2280,,,,,monthly,
S-984423,A-96e141,,,Enterprise,25,4975,59700,,,,,monthly,
S-49e3e5,A-6e7827,,,Basic,9,171,2052,,,,,monthly,
S-0b6e58,A-1e1b80,,,Enterprise,50,9950,119400,,,,,annual,
S-16ef7a,A-751c58,,,Basic,16,0,0,,,,,monthly,
S-3fb291,A-f51f16,,,Enterprise,39,7761,93132,,,,,annual,
S-f6cd70,A-2ebb4b,,,Pro,41,2009,24108,,,,,annual,
S-e7d026,A-0aaf6e,,,Enterprise,88,17512,210144,,,,,annual,
S-c2fd82,A-84ebe4,,,Enterprise,82,0,0,,,,,monthly,
S-38131a,A-aa9511,,,Enterprise,23,0,0,,,,,monthly,
S-aa3a36,A-ccc747,,,Enterprise,16,0,0,,,,,monthly,
S-46eb1c,A-089363,,,Basic,11,209,2508,,,,,annual,
S-6ed77d,A-fe79a5,,,Enterprise,9,1791,21492,,,,,monthly,
S-f72b84,A-f44180,,,Pro,9,441,5292,,,,,monthly,
S-0f0d3a,A-ad296b,,,Basic,38,722,8664,,,,,annual,
S-05b080,A-b9eed8,,,Basic,11,209,2508,,,,,monthly,
S-bae2c4,A-bb1486,,,Pro,67,3283,39396,,,,,annual,
S-8ca9f0,A-e693b6,,,Basic,55,1045,12540,,,,,annual,
S-33eb1d,A-02fac6,,,Enterprise,22,4378,52536,,,,,annual,
S-45baac,A-1d5444,,,Enterprise,24,4776,57312,,,,,monthly,
S-e9dc6e,A-4437e4,,,Pro,38,1862,22344,,,,,annual,
S-871e83,A-8adedc,,,Enterprise,14,2786,33432,,,,,annual,
S-88a47f,A-4437e4,,,Basic,9,171,2052,,,,,annual,
S-9714fa,A-158f4e,,,Pro,61,2989,35868,,,,,annual,
S-c77c84,A-0be015,,,Basic,19,0,0,,,,,monthly,
S-86d360,A-b48f73,,,Basic,80,1520,18240,,,,,monthly,
S-c15fcc,A-fd9422,,,Basic,58,1102,13224,,,,,monthly,
S-b0ed51,A-98a59a,,,Enterprise,56,11144,133728,,,,,monthly,
S-2e7756,A-b7b7b7,,,Pro,67,3283,39396,,,,,annual,
S-2fe253,A-1f0636,,,Pro,105,0,0,,,,,annual,
S-a575f5,A-039727,,,Basic,25,475,5700,,,,,annual,
S-39bb68,A-d40bf7,,,Basic,59,1121,13452,,,,,monthly,
S-7685a3,A-6da850,,,Basic,18,0,0,,,,,monthly,
S-712f3a,A-eb1312,,,Basic,25,475,5700,,,,,monthly,
S-dfa4c8,A-eb7fac,,,Pro,7,343,4116,,,,,annual,
S-f3dd83,A-00bed1,,,Enterprise,28,0,0,,,,,monthly,
S-a900c2,A-4c56c9,,,Enterprise,24,4776,57312,,,,,annual,
S-302856,A-e1b9cd,,,Basic,40,760,9120,,,,,annual,
S-51b668,A-82d8a6,,,Basic,30,570,6840,,,,,monthly,
S-310ae0,A-58b9ff,,,Enterprise,2,398,4776,,,,,monthly,
S-21eeea,A-2b9d3e,,,Pro,29,1421,17052,,,,,monthly,
S-7b9b62,A-cb5333,,,Pro,33,1617,19404,,,,,monthly,
S-799da2,A-95b24a,,,Pro,38,1862,22344,,,,,monthly,
S-e82bdc,A-4c38bc,,,Basic,36,684,8208,,,,,annual,
S-879b43,A-3cc791,,,Enterprise,6,1194,14328,,,,,monthly,
S-6fd24b,A-7988d1,,,Enterprise,33,6567,78804,,,,,monthly,
S-d2e00a,A-4c56c9,,,Enterprise,9,1791,21492,,,,,monthly,
S-a916cb,A-eb7c38,,,Enterprise,35,6965,83580,,,,,monthly,
S-3fe1c3,A-0158bb,,,Enterprise,20,0,0,,,,,monthly,
S-dccf50,A-a09355,,,Enterprise,23,4577,54924,,,,,annual,
S-023f3c,A-b9eed8,,,Enterprise,15,2985,35820,,,,,annual,
S-c35f78,A-95b24a,,,Pro,38,0,0,,,,,annual,
S-eb15a1,A-2edab2,,,Enterprise,17,3383,40596,,,,,monthly,
S-079321,A-e1462e,,,Pro,15,735,8820,,,,,annual,
S-c25263,A-c7ffc2,,,Basic,30,570,6840,,,,,annual,
S-a86344,A-00bed1,,,Pro,36,1764,21168,,,,,annual,
S-4cdee1,A-8b25f2,,,Enterprise,20,0,0,,,,,monthly,
S-381c99,A-e7a1e2,,,Basic,3,57,684,,,,,monthly,
S-8e719f,A-4437e4,,,Basic,11,209,2508,,,,,annual,
S-d111f5,A-f03140,,,Basic,27,513,6156,,,,,monthly,
S-82484b,A-cab532,,,Pro,21,1029,12348,,,,,annual,
S-891eb4,A-716841,,,Pro,45,2205,26460,,,,,annual,
S-4e3e04,A-883b7d,,,Enterprise,17,3383,40596,,,,,annual,
S-7679b6,A-7f29a7,,,Pro,41,2009,24108,,,,,annual,
S-de9ce0,A-faa28c,,,Enterprise,48,9552,114624,,,,,annual,
S-37d13a,A-029f69,,,Enterprise,15,0,0,,,,,annual,
S-7d0dea,A-69b156,,,Pro,7,0,0,,,,,monthly,
S-83c56d,A-716841,,,Enterprise,45,8955,107460,,,,,monthly,
S-5ee117,A-f5641b,,,Pro,31,1519,18228,,,,,monthly,
S-5e572d,A-94f8c9,,,Enterprise,13,2587,31044,,,,,annual,
S-7b29d1,A-80eeb6,,,Enterprise,65,12935,155220,,,,,monthly,
S-ff79f7,A-726cfa,,,Enterprise,19,3781,45372,,,,,monthly,
S-bb82ac,A-e19ff6,,,Basic,38,722,8664,,,,,annual,
S-b21a0b,A-b7ef83,,,Pro,17,833,9996,,,,,monthly,
S-711820,A-08e34e,,,Basic,49,931,11172,,,,,annual,
S-22365f,A-05f0e5,,,Enterprise,32,6368,76416,,,,,annual,
S-f0d2fd,A-19b2c8,,,Enterprise,28,5572,66864,,,,,annual,
S-f225d0,A-d4ac0e,,,Basic,18,342,4104,,,,,annual,
S-a10eb2,A-3c1a3f,,,Basic,45,0,0,,,,,annual,
S-78ffdd,A-503d5a,,,Enterprise,12,2388,28656,,,,,monthly,
S-97a010,A-dcc3f1,,,Enterprise,21,0,0,,,,,monthly,
S-7785af,A-a1b80b,,,Enterprise,16,3184,38208,,,,,monthly,
S-120ae3,A-781cc0,,,Basic,34,646,7752,,,,,annual,
S-37b59a,A-2d1036,,,Pro,69,3381,40572,,,,,annual,
S-f36371,A-34d880,,,Enterprise,35,6965,83580,,,,,monthly,
S-329a60,A-c16cf7,,,Basic,84,1596,19152,,,,,annual,
S-5ca11a,A-309e54,,,Enterprise,48,9552,114624,,,,,annual,
S-c8fa77,A-56962b,,,Basic,163,3097,37164,,,,,monthly,
S-016b5f,A-977ca0,,,Enterprise,6,0,0,,,,,monthly,
S-cf2b4a,A-9f9299,,,Pro,28,1372,16464,,,,,monthly,
S-6f1051,A-e98302,,,Enterprise,34,6766,81192,,,,,annual,
S-33db08,A-fa3095,,,Basic,70,1330,15960,,,,,annual,
S-4daf2d,A-297a2d,,,Enterprise,27,5373,64476,,,,,annual,
S-4ed997,A-d82ef9,,,Pro,26,1274,15288,,,,,annual,
S-8ae507,A-72799b,,,Pro,20,980,11760,,,,,annual,
S-3eb206,A-b179bf,,,Enterprise,43,8557,102684,,,,,monthly,
S-6643a2,A-331424,,,Pro,11,0,0,,,,,monthly,
S-41ca59,A-692f18,,,Enterprise,37,7363,88356,,,,,monthly,
S-720c17,A-4e0e85,,,Pro,20,0,0,,,,,annual,
S-afc545,A-0baac2,,,Basic,33,627,7524,,,,,annual,
S-5e6fc2,A-52dd88,,,Basic,23,437,5244,,,,,annual,
S-9dcef8,A-b30291,,,Basic,41,779,9348,,,,,monthly,
S-389426,A-922109,,,Pro,3,147,1764,,,,,monthly,
S-1131ff,A-0f7d77,,,Basic,3,0,0,,,,,monthly,
S-c9da7a,A-0651a4,,,Basic,16,304,3648,,,,,monthly,
S-eabe72,A-5790f4,,,Basic,33,627,7524,,,,,monthly,
S-fffeb8,A-69fad4,,,Enterprise,10,1990,23880,,,,,annual,
S-92dede,A-9208f0,,,Basic,4,76,912,,,,,monthly,
S-8d122e,A-e6afc1,,,Enterprise,16,3184,38208,,,,,monthly,
S-285534,A-49b828,,,Basic,13,247,2964,,,,,annual,
S-1cebf9,A-dfbd31,,,Pro,60,2940,35280,,,,,annual,
S-36ad61,A-a09355,,,Pro,14,686,8232,,,,,monthly,
S-9fbee8,A-49b828,,,Pro,10,490,5880,,,,,annual,
S-d5d8ef,A-e51ec7,,,Enterprise,83,16517,198204,,,,,monthly,
S-418b7c,A-35083d,,,Pro,19,931,11172,,,,,annual,
S-506cbd,A-9c18c4,,,Enterprise,19,3781,45372,,,,,annual,
S-ee5448,A-cc1d8d,,,Basic,9,171,2052,,,,,annual,
S-d32441,A-781cc0,,,Enterprise,12,2388,28656,,,,,annual,
S-7f5316,A-856b1e,,,Basic,19,0,0,,,,,monthly,
S-bdf8bf,A-cdf020,,,Pro,31,1519,18228,,,,,monthly,
S-795878,A-5b1bcd,,,Enterprise,73,14527,174324,,,,,annual,
S-2fc8fa,A-65a46c,,,Pro,13,637,7644,,,,,monthly,
S-c508b3,A-671f31,,,Enterprise,59,11741,140892,,,,,annual,
S-42d724,A-7a0d69,,,Pro,4,0,0,,,,,annual,
S-bd9394,A-039727,,,Enterprise,64,0,0,,,,,annual,
S-9b12da,A-702032,,,Pro,28,1372,16464,,,,,annual,
S-3632aa,A-f25509,,,Enterprise,32,6368,76416,,,,,monthly,
S-9488ec,A-1e1b80,,,Enterprise,50,9950,119400,,,,,annual,
S-f40318,A-e19ff6,,,Enterprise,14,0,0,,,,,annual,
S-214edb,A-558c72,,,Basic,77,1463,17556,,,,,monthly,
